"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1001974,"     C/2003 O8 (SOHO)","2003 O8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452851.2,52851,2003-07-30.7,J2000,1.0000,,0.005,145.34,356.06,73.97,,,,2452851.20,2003-07-30.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-07-30,2003-07-30,11,,,,,T,,,,,,,,
1001975,"     C/2003 P1 (SOHO)","2003 P1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452855.1,52855,2003-08-03.5,J2000,1.0000,,0.005,145.12,355.98,73.86,,,,2452855.08,2003-08-03.5,,,,,,,,,,,,,,,,,,PAR,,1,2003-08-02,2003-08-03,12,,,,,T,,,,,,,,
1001976,"     C/2003 P2 (SOHO)","2003 P2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452855.9,52855,2003-08-04.3,J2000,1.0000,,0.005,139.66,13.52,90.58,,,,2452855.86,2003-08-04.3,,,,,,,,,,,,,,,,,,PAR,,0,2003-08-03,2003-08-03,9,,,,,T,,,,,,,,
1001977,"     C/2003 P3 (SOHO)","2003 P3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452857.9,52857,2003-08-06.4,J2000,1.0000,,0.005,144.43,8.87,87.34,,,,2452857.91,2003-08-06.4,,,,,,,,,,,,,,,,,,PAR,,1,2003-08-05,2003-08-06,13,,,,,T,,,,,,,,
1001978,"     C/2003 Q1 (SOHO)","2003 Q1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452872.5,52872,2003-08-20.9,J2000,1.0000,,0.032,29.33,43.43,52.38,,,,2452872.47,2003-08-20.9,,,,,,,,,,,,,,,,,,PAR,,1,2003-08-20,2003-08-21,9,,,,,T,,,,,,,,
1001979,"     C/2003 Q2 (SOHO)","2003 Q2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452876.6,52876,2003-08-25.0,J2000,1.0000,,0.005,144.57,9.12,87.31,,,,2452876.59,2003-08-25.0,,,,,,,,,,,,,,,,,,PAR,,2,2003-08-23,2003-08-25,57,,,,,T,,,,,,,,
1001980,"     C/2003 Q3 (SOHO)","2003 Q3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452876.3,52876,2003-08-24.8,J2000,1.0000,,0.005,144.84,7.95,85.40,,,,2452876.30,2003-08-24.8,,,,,,,,,,,,,,,,,,PAR,,1,2003-08-23,2003-08-24,25,,,,,T,,,,,,,,
1001981,"     C/2003 Q4 (SOHO)","2003 Q4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452877.3,52877,2003-08-25.7,J2000,1.0000,,0.005,144.43,9.27,86.73,,,,2452877.28,2003-08-25.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-08-25,2003-08-25,15,,,,,T,,,,,,,,
1001982,"     C/2003 Q5 (SOHO)","2003 Q5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452879.3,52879,2003-08-27.7,J2000,1.0000,,0.005,144.70,8.63,86.64,,,,2452879.26,2003-08-27.7,,,,,,,,,,,,,,,,,,PAR,,1,2003-08-26,2003-08-27,53,,,,,T,,,,,,,,
1001983,"     C/2003 Q6 (SOHO)","2003 Q6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452878.0,52878,2003-08-26.5,J2000,1.0000,,0.037,25.43,56.30,33.17,,,,2452878.01,2003-08-26.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-08-26,2003-08-26,9,,,,,T,,,,,,,,
1001984,"     C/2003 Q7 (SOHO)","2003 Q7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452881.9,52881,2003-08-30.4,J2000,1.0000,,0.006,144.06,11.23,90.40,,,,2452881.90,2003-08-30.4,,,,,,,,,,,,,,,,,,PAR,,2,2003-08-28,2003-08-30,47,,,,,T,,,,,,,,
1001985,"     C/2003 Q8 (SOHO)","2003 Q8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452881.5,52881,2003-08-30.0,J2000,1.0000,,0.005,144.94,8.04,86.07,,,,2452881.54,2003-08-30.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-08-29,2003-08-29,11,,,,,T,,,,,,,,
1001986,"     C/2003 Q9 (SOHO)","2003 Q9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452883.1,52883,2003-08-31.5,J2000,1.0000,,0.005,144.26,3.13,81.97,,,,2452883.07,2003-08-31.5,,,,,,,,,,,,,,,,,,PAR,,1,2003-08-30,2003-08-31,26,,,,,T,,,,,,,,
1001987,"     C/2003 Q10 (SOHO)","2003 Q10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452877.2,52877,2003-08-25.6,J2000,1.0000,,0.005,144.48,11.64,91.77,,,,2452877.17,2003-08-25.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-08-25,2003-08-25,11,,,,,T,,,,,,,,
1001988,"     C/2003 R2 (SOHO)","2003 R2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452888.4,52888,2003-09-05.9,J2000,1.0000,,0.005,141.91,18.95,91.87,,,,2452888.43,2003-09-05.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-09-05,2003-09-05,7,,,,,T,,,,,,,,
1001989,"     C/2003 R3 (SOHO)","2003 R3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452892.1,52892,2003-09-09.6,J2000,1.0000,,0.005,144.75,8.79,86.26,,,,2452892.12,2003-09-09.6,,,,,,,,,,,,,,,,,,PAR,,1,2003-09-08,2003-09-09,24,,,,,T,,,,,,,,
1001990,"     C/2003 R4 (SOHO)","2003 R4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452889.5,52889,2003-09-06.9,J2000,1.0000,,0.032,92.36,173.06,105.04,,,,2452889.46,2003-09-06.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-09-07,2003-09-07,11,,,,,T,,,,,,,,
1000464,"     C/2003 S3 (LINEAR)","2003 S3",LINEAR,C,,,0,,,6.7,10.9,9.25,5.,0.03,,,,,,,,,,,,,"JPL 14",2452933.5,52933,2003-10-21.0,J2000,1.0018,-4503,8.130,151.50,226.39,154.57,0.00,,3.262e-06,2452740.04,2003-04-10.5,,,7.17,2.79e+03,3.3,,5.3e-05,1.3e+02,6.8e-05,1.3e-04,8.7e-05,6.9e-04,2.8e-05,,1.4e-07,1.2e-02,,HYP,"Otto Matic",1035,2001-12-23,2004-10-23,122,,,,.60474,,,,,,,,,
1001992,"     C/2003 S5 (SOHO)","2003 S5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452901.7,52901,2003-09-19.2,J2000,1.0000,,0.005,144.77,9.13,85.44,,,,2452901.70,2003-09-19.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-09-18,2003-09-18,21,,,,,T,,,,,,,,
1001993,"     C/2003 S6 (SOHO)","2003 S6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452901.6,52901,2003-09-19.1,J2000,1.0000,,0.007,141.01,19.09,87.22,,,,2452901.62,2003-09-19.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-09-18,2003-09-18,5,,,,,T,,,,,,,,
1001994,"     C/2003 S7 (SOHO)","2003 S7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452904.5,52904,2003-09-22.0,J2000,1.0000,,0.005,145.00,2.99,75.98,,,,2452904.52,2003-09-22.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-09-21,2003-09-21,14,,,,,T,,,,,,,,
1001995,"     C/2003 S8 (SOHO)","2003 S8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452909.1,52909,2003-09-26.6,J2000,1.0000,,0.005,144.28,1.90,78.39,,,,2452909.13,2003-09-26.6,,,,,,,,,,,,,,,,,,PAR,,1,2003-09-25,2003-09-26,40,,,,,T,,,,,,,,
1001996,"     C/2003 S9 (SOHO)","2003 S9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452907.9,52907,2003-09-25.3,J2000,1.0000,,0.015,28.79,59.32,180.22,,,,2452907.85,2003-09-25.3,,,,,,,,,,,,,,,,,,PAR,,0,2003-09-25,2003-09-25,8,,,,,T,,,,,,,,
1000459,"     C/2003 T4 (LINEAR)","2003 T4",LINEAR,C,,,0,,,9.2,,6.75,,,,,,,,,,,,,,,"JPL 133",2453298.5,53298,2004-10-20.0,J2000,1.0005,-1791,0.850,86.76,93.90,181.68,-0.00,,1.3e-05,2453464.16,2005-04-03.6,,,0.167,65.1,4.01,,1.6e-06,5.9e+00,1.4e-06,2.1e-05,3.2e-05,1.1e-04,1.1e-05,,6.4e-08,7.3e-05,,HYP,"Otto Matic",816,2003-10-15,2006-01-08,955,,,,1.0255,,1.1e-07,6.3e-10,-2.3e-09,3.2e-10,3.7e-09,1.9e-10,,
1001997,"     C/2003 T5 (SOHO)","2003 T5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452922.4,52922,2003-10-09.9,J2000,1.0000,,0.005,144.53,9.05,86.79,,,,2452922.44,2003-10-09.9,,,,,,,,,,,,,,,,,,PAR,,1,2003-10-08,2003-10-09,22,,,,,T,,,,,,,,
1001998,"     C/2003 T6 (SOHO)","2003 T6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452922.8,52922,2003-10-10.2,J2000,1.0000,,0.007,144.66,353.66,77.93,,,,2452922.75,2003-10-10.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-10-09,2003-10-09,14,,,,,T,,,,,,,,
1001999,"     C/2003 T7 (SOHO)","2003 T7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452923.4,52923,2003-10-10.9,J2000,1.0000,,0.005,144.54,9.18,87.43,,,,2452923.41,2003-10-10.9,,,,,,,,,,,,,,,,,,PAR,,1,2003-10-09,2003-10-10,42,,,,,T,,,,,,,,
1002000,"     C/2003 T8 (SOHO)","2003 T8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452921.8,52921,2003-10-09.2,J2000,1.0000,,0.005,143.21,6.09,83.32,,,,2452921.76,2003-10-09.2,,,,,,,,,,,,,,,,,,PAR,,1,2003-10-08,2003-10-09,6,,,,,T,,,,,,,,
1002001,"     C/2003 T9 (SOHO)","2003 T9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452922.6,52922,2003-10-10.0,J2000,1.0000,,0.005,149.12,357.61,76.98,,,,2452922.56,2003-10-10.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-10-09,2003-10-09,4,,,,,T,,,,,,,,
1002002,"     C/2003 T10 (SOHO)","2003 T10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452927.0,52926,2003-10-14.4,J2000,1.0000,,0.005,144.53,9.01,87.17,,,,2452926.98,2003-10-14.4,,,,,,,,,,,,,,,,,,PAR,,1,2003-10-13,2003-10-14,41,,,,,T,,,,,,,,
1002003,"     C/2003 T11 (SOHO)","2003 T11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452928.4,52928,2003-10-15.8,J2000,1.0000,,0.005,146.04,4.99,88.39,,,,2452928.35,2003-10-15.8,,,,,,,,,,,,,,,,,,PAR,,0,2003-10-15,2003-10-15,8,,,,,T,,,,,,,,
1002005,"     C/2003 U4 (SOHO)","2003 U4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452933.7,52933,2003-10-21.2,J2000,1.0000,,0.036,74.94,73.97,58.38,,,,2452933.71,2003-10-21.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-10-21,2003-10-21,10,,,,,T,,,,,,,,
1002006,"     C/2003 U5 (SOHO)","2003 U5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452929.8,52929,2003-10-17.3,J2000,1.0000,,0.005,144.60,8.93,85.74,,,,2452929.84,2003-10-17.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-10-16,2003-10-17,7,,,,,T,,,,,,,,
1002007,"     C/2003 U6 (SOHO)","2003 U6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452934.1,52934,2003-10-21.5,J2000,1.0000,,0.005,144.48,9.07,87.14,,,,2452934.07,2003-10-21.5,,,,,,,,,,,,,,,,,,PAR,,1,2003-10-20,2003-10-21,37,,,,,T,,,,,,,,
1002008,"     C/2003 U7 (SOHO)","2003 U7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452935.9,52935,2003-10-23.4,J2000,1.0000,,0.005,144.44,12.13,88.13,,,,2452935.93,2003-10-23.4,,,,,,,,,,,,,,,,,,PAR,,0,2003-10-23,2003-10-23,6,,,,,T,,,,,,,,
1002009,"     C/2003 U8 (SOHO)","2003 U8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452938.6,52938,2003-10-26.0,J2000,1.0000,,0.005,137.65,294.41,36.51,,,,2452938.56,2003-10-26.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-10-25,2003-10-25,5,,,,,T,,,,,,,,
1002010,"     C/2003 U9 (SOHO)","2003 U9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452940.8,52940,2003-10-28.3,J2000,1.0000,,0.005,144.22,10.76,86.95,,,,2452940.80,2003-10-28.3,,,,,,,,,,,,,,,,,,PAR,,2,2003-10-26,2003-10-28,66,,,,,T,,,,,,,,
1002011,"     C/2003 V2 (SOHO)","2003 V2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452945.7,52945,2003-11-02.2,J2000,1.0000,,0.005,145.16,9.93,89.43,,,,2452945.74,2003-11-02.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-01,2003-11-01,5,,,,,T,,,,,,,,
1002012,"     C/2003 V3 (SOHO)","2003 V3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452947.9,52947,2003-11-04.3,J2000,1.0000,,0.005,144.30,9.67,87.39,,,,2452947.86,2003-11-04.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-11-03,2003-11-04,28,,,,,T,,,,,,,,
1002013,"     C/2003 V4 (SOHO)","2003 V4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452948.8,52948,2003-11-05.3,J2000,1.0000,,0.005,145.14,9.22,88.06,,,,2452948.82,2003-11-05.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-11-04,2003-11-05,6,,,,,T,,,,,,,,
1002014,"     C/2003 V5 (SOHO)","2003 V5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452950.3,52950,2003-11-06.8,J2000,1.0000,,0.008,136.94,332.92,58.04,,,,2452950.33,2003-11-06.8,,,,,,,,,,,,,,,,,,PAR,,1,2003-11-05,2003-11-06,64,,,,,T,,,,,,,,
1002015,"     C/2003 V6 (SOHO)","2003 V6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452953.4,52953,2003-11-09.9,J2000,1.0000,,0.005,145.14,7.73,85.78,,,,2452953.43,2003-11-09.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-09,2003-11-09,8,,,,,T,,,,,,,,
1002016,"     C/2003 V7 (SOHO)","2003 V7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452955.7,52955,2003-11-12.2,J2000,1.0000,,0.005,144.42,357.95,76.08,,,,2452955.74,2003-11-12.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-11,2003-11-11,4,,,,,T,,,,,,,,
1002017,"     C/2003 V8 (SOHO)","2003 V8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452958.2,52958,2003-11-14.7,J2000,1.0000,,0.005,143.31,11.75,87.59,,,,2452958.21,2003-11-14.7,,,,,,,,,,,,,,,,,,PAR,,1,2003-11-13,2003-11-14,46,,,,,T,,,,,,,,
1002018,"     C/2003 W2 (SOHO)","2003 W2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452973.4,52973,2003-11-29.9,J2000,1.0000,,0.031,73.26,74.96,56.53,,,,2452973.42,2003-11-29.9,,,,,,,,,,,,,,,,,,PAR,,1,2003-11-29,2003-11-30,26,,,,,T,,,,,,,,
1002019,"     C/2003 W3 (SOHO)","2003 W3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452960.4,52960,2003-11-16.9,J2000,1.0000,,0.005,142.21,11.32,86.83,,,,2452960.41,2003-11-16.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-16,2003-11-16,8,,,,,T,,,,,,,,
1002020,"     C/2003 W4 (SOHO)","2003 W4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452965.6,52965,2003-11-22.1,J2000,1.0000,,0.005,140.98,18.15,91.67,,,,2452965.63,2003-11-22.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-21,2003-11-21,8,,,,,T,,,,,,,,
1002021,"     C/2003 W5 (SOHO)","2003 W5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452966.7,52966,2003-11-23.2,J2000,1.0000,,0.007,144.58,8.51,87.18,,,,2452966.70,2003-11-23.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-22,2003-11-22,7,,,,,T,,,,,,,,
1002022,"     C/2003 W6 (SOHO)","2003 W6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452970.9,52970,2003-11-27.3,J2000,1.0000,,0.005,144.51,9.27,87.55,,,,2452970.88,2003-11-27.3,,,,,,,,,,,,,,,,,,PAR,,2,2003-11-25,2003-11-27,77,,,,,T,,,,,,,,
1002023,"     C/2003 W7 (SOHO)","2003 W7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452971.2,52971,2003-11-27.7,J2000,1.0000,,0.005,144.50,6.62,84.73,,,,2452971.21,2003-11-27.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-27,2003-11-27,8,,,,,T,,,,,,,,
1002024,"     C/2003 W8 (SOHO)","2003 W8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452973.1,52973,2003-11-29.6,J2000,1.0000,,0.005,118.30,35.43,82.24,,,,2452973.15,2003-11-29.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-11-29,2003-11-29,6,,,,,T,,,,,,,,
1000474,"     C/2003 WT42 (LINEAR)","2003 WT42",LINEAR,C,,,0,,,6.2,9.1,8.5,5.,0.03,,,,3.31,,,,,,,,,"JPL 152",2453834.5,53834,2006-04-09.0,J2000,1.0026,-2009,5.191,31.41,48.45,92.47,-0.00,,1.095e-05,2453836.26,2006-04-10.7,,,4.38,1.7e+03,1.94,,3.0e-06,2.3e+00,2.0e-06,5.3e-06,1.4e-05,3.5e-05,3.1e-08,,1.9e-08,3.2e-04,,HYP,"Otto Matic",1592,2003-10-30,2008-03-09,2466,,,,.69656,,,,,,,,,
1002025,"     C/2003 X1 (SOHO)","2003 X1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452975.1,52975,2003-12-01.5,J2000,1.0000,,0.005,143.28,17.90,94.22,,,,2452975.07,2003-12-01.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-01,2003-12-01,10,,,,,T,,,,,,,,
1002026,"     C/2003 X2 (SOHO)","2003 X2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452975.5,52975,2003-12-01.9,J2000,1.0000,,0.009,134.58,17.48,90.15,,,,2452975.49,2003-12-01.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-01,2003-12-01,5,,,,,T,,,,,,,,
1002027,"     C/2003 X3 (SOHO)","2003 X3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452976.2,52976,2003-12-02.7,J2000,1.0000,,0.005,133.82,37.30,112.58,,,,2452976.20,2003-12-02.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-02,2003-12-02,4,,,,,T,,,,,,,,
1002028,"     C/2003 X4 (SOHO)","2003 X4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452978.5,52978,2003-12-05.0,J2000,1.0000,,0.005,136.31,29.52,101.56,,,,2452978.54,2003-12-05.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-04,2003-12-04,11,,,,,T,,,,,,,,
1002029,"     C/2003 X5 (SOHO)","2003 X5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452978.9,52978,2003-12-05.4,J2000,1.0000,,0.007,139.87,21.99,97.12,,,,2452978.91,2003-12-05.4,,,,,,,,,,,,,,,,,,PAR,,1,2003-12-04,2003-12-05,12,,,,,T,,,,,,,,
1002030,"     C/2003 X6 (SOHO)","2003 X6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452980.2,52980,2003-12-06.7,J2000,1.0000,,0.005,145.82,325.80,49.96,,,,2452980.25,2003-12-06.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-06,2003-12-06,10,,,,,T,,,,,,,,
1002031,"     C/2003 X7 (SOHO)","2003 X7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452981.8,52981,2003-12-08.2,J2000,1.0000,,0.005,139.81,26.19,100.04,,,,2452981.78,2003-12-08.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-07,2003-12-07,6,,,,,T,,,,,,,,
1002032,"     C/2003 X8 (SOHO)","2003 X8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452982.2,52982,2003-12-08.6,J2000,1.0000,,0.005,141.22,20.45,96.39,,,,2452982.18,2003-12-08.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-08,2003-12-08,10,,,,,T,,,,,,,,
1002033,"     C/2003 X9 (SOHO)","2003 X9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452982.4,52982,2003-12-08.9,J2000,1.0000,,0.005,142.28,316.87,41.99,,,,2452982.44,2003-12-08.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-08,2003-12-08,9,,,,,T,,,,,,,,
1002034,"     C/2003 X10 (SOHO)","2003 X10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452985.0,52985,2003-12-11.5,J2000,1.0000,,0.005,147.85,328.24,50.70,,,,2452985.03,2003-12-11.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-11,2003-12-11,5,,,,,T,,,,,,,,
1002035,"     C/2003 X11 (SOHO)","2003 X11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452987.5,52987,2003-12-14.0,J2000,1.0000,,0.005,143.45,13.35,90.33,,,,2452987.50,2003-12-14.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-13,2003-12-13,7,,,,,T,,,,,,,,
1002036,"     C/2003 Y1 (SOHO)","2003 Y1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452994.0,52994,2003-12-20.5,J2000,1.0000,,0.035,72.81,74.70,56.72,,,,2452994.00,2003-12-20.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-20,2003-12-20,19,,,,,T,,,,,,,,
1002037,"     C/2003 Y2 (SOHO)","2003 Y2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452993.5,52993,2003-12-19.9,J2000,1.0000,,0.005,147.13,353.43,71.94,,,,2452993.49,2003-12-19.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-19,2003-12-19,9,,,,,T,,,,,,,,
1002038,"     C/2003 Y3 (SOHO)","2003 Y3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452993.8,52993,2003-12-20.3,J2000,1.0000,,0.007,145.75,322.68,40.31,,,,2452993.80,2003-12-20.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-12-19,2003-12-20,7,,,,,T,,,,,,,,
1002039,"     C/2003 Y4 (SOHO)","2003 Y4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452994.6,52994,2003-12-21.1,J2000,1.0000,,0.005,145.41,352.48,72.44,,,,2452994.60,2003-12-21.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-20,2003-12-20,10,,,,,T,,,,,,,,
1002040,"     C/2003 Y5 (SOHO)","2003 Y5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452996.6,52996,2003-12-23.1,J2000,1.0000,,0.005,144.52,3.81,82.09,,,,2452996.65,2003-12-23.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-22,2003-12-22,10,,,,,T,,,,,,,,
1002041,"     C/2003 Y6 (SOHO)","2003 Y6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452998.2,52998,2003-12-24.6,J2000,1.0000,,0.005,144.60,8.49,86.84,,,,2452998.16,2003-12-24.6,,,,,,,,,,,,,,,,,,PAR,,1,2003-12-23,2003-12-24,35,,,,,T,,,,,,,,
1002042,"     C/2003 Y7 (SOHO)","2003 Y7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452999.4,52999,2003-12-25.8,J2000,1.0000,,0.005,143.18,15.81,92.93,,,,2452999.38,2003-12-25.8,,,,,,,,,,,,,,,,,,PAR,,1,2003-12-24,2003-12-25,17,,,,,T,,,,,,,,
1002043,"     C/2003 Y8 (SOHO)","2003 Y8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452999.2,52999,2003-12-25.6,J2000,1.0000,,0.005,146.52,4.15,79.60,,,,2452999.16,2003-12-25.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-25,2003-12-25,6,,,,,T,,,,,,,,
1002044,"     C/2003 Y9 (SOHO)","2003 Y9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452999.3,52999,2003-12-25.7,J2000,1.0000,,0.005,146.53,350.70,71.81,,,,2452999.28,2003-12-25.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-25,2003-12-25,5,,,,,T,,,,,,,,
1002045,"     C/2003 Y10 (SOHO)","2003 Y10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452999.9,52999,2003-12-26.3,J2000,1.0000,,0.005,147.10,355.72,75.83,,,,2452999.89,2003-12-26.3,,,,,,,,,,,,,,,,,,PAR,,0,2003-12-26,2003-12-26,9,,,,,T,,,,,,,,
